Type,Full Name,Short Name,Web Site,State Assigned ID
Special District,DEL NORTE SOLID WASTE MANAGEMENT AUTHORITY,Del Norte Solid Waste Management Authority,www.recycledelnorte.ca.gov,3808
Special District,DEL PASO MANOR CO WATER DIST,Del Paso Manor Co Water Dist,,
Special District,DEL PUERTO HEALTH CARE DISTRICT,Del Puerto Health Care District,,3810
Special District,DEL PUERTO WATER DISTRICT,Del Puerto Water District,,7914
Special District,DEL REY COMMUNITY SERVICES DISTRICT,Del Rey Community Services District,,3812
Special District,DEL RIO WOODS RECREATION PARK DIST,Del Rio Woods Recreation Park Dist,,
Special District,DELANO EARLIMART IRRIGATION DIST,Delano Earlimart Irrigation Dist,,
Special District,DELANO MOSQUITO ABATEMENT DISTRICT,Delano Mosquito Abatement District,,3814
Special District,DELHI COUNTY WATER DIST,Delhi County Water Dist,,
Special District,DELTA COUNTIES HOME MORTGAGE FIN AUTH,Delta Counties Home Mortgage Fin Auth,,
Special District,DELTA FARMS RECLAMATION DISTRICT 2024,Delta Farms Reclamation District 2024,,
Special District,DELTA FERRY AUTHORITY,Delta Ferry Authority,,3819
Special District,DELTA FIRE PROTECTION DISTRICT,Delta Fire Protection District,,
Special District,DELTA LANDS RECL DISTRICT 770,Delta Lands Recl District 770,,
Special District,DELTA VECTOR CONTROL DISTRICT,Delta Vector Control District,,3822
Special District,DELTA-MENDOTA CANAL CONTRACTORS AUTHORITY,Delta mendota Canal Contractors Authority,,
Special District,DENAIR COMMUNITY SERVICES DISTRICT,Denair Community Services District,,3823
Special District,DENAIR FIRE PROTECTION DISTRICT,Denair Fire Protection District,,3824
Special District,DEPOT HILL GEOLOGIC HAZARD ABATEMENT DISTRICT,Depot Hill Geologic Hazard Abatement District,,
Special District,DESCANSO COMM SERVS WATER DIST,Descanso Comm Servs Water Dist,,
Special District,DESERT HEALTHCARE DISTRICT,Desert Healthcare District,http://www.dhcd.org/,3829
Special District,DESERT LAKE COMMUNITY SERVICE,Desert Lake Community Service,,
Special District,DESERT RESORTS REGIONAL AIRPORT AUTHORITY,Desert Resorts Regional Airport Authority,,
Special District,DESERT WATER AGENCY,Desert Water Agency,http://www.dwa.org,3834
Special District,DEVILS DEN WATER DIST,Devils Den Water Dist,,
Special District,DIABLO COMMUNITY SERVICES DIST,Diablo Community Services Dist,,
Special District,DIABLO WATER DISTRICT,Diablo Water District,,3839
Special District,DIAMOND SPRINGS-EL DORADO FIRE PROTECTION DISTRICT,Diamond Springs el Dorado Fire Protection District,,
Special District,DINUBA MEMORIAL DISTRICT,Dinuba Memorial District,,3842
Special District,DIXON FIRE PROTECTION DISTRICT,Dixon Fire Protection District,,3847
Special District,DIXON PUB FINANCING AUTH,Dixon Pub Financing Auth,,
Special District,DIXON RESOURCE CONS DIST,Dixon Resource Cons Dist,,
Special District,DIXON-SOLANO WATER AUTHORITY,Dixon solano Water Authority,,11264
Special District,DOBBINS-OREGON HOUSE FIRE DIST,Dobbins oregon House Fire Dist,,
Special District,DONNER SUMMIT PUBLIC UTILITIES DISTRICT,Donner Summit Public Utilities District,http://www.dspud.com/,
Special District,DOS PALOS AREA JOINT POWERS AUTH,Dos Palos Area Joint Powers Auth,,
Special District,DOS PALOS AREA WASTEWATER TREATMENT AND DISPOSAL SYSTEM,Dos Palos Area Wastewater Treatment And Disposal System,,3855
Special District,DOS PALOS CEMETERY DISTRICT,Dos Palos Cemetery District,,3856
Special District,DOS PALOS DRAINAGE DIST,Dos Palos Drainage Dist,,
Special District,DOS RIOS STORM WATER DISTRICT,Dos Rios Storm Water District,,
Special District,DOUGLAS CITY COMMUNITY SERVICES DIST,Douglas City Community Services Dist,,
Special District,DOWNEY CEMETERY DIST,Downey Cemetery Dist,,
Special District,DOWNIEVILLE FIRE DISTRICT,Downieville Fire District,,
Special District,DOWNIEVILLE PUB UTILITY DISTRICT,Downieville Pub Utility District,,
Special District,DOYLE FIRE PROTECTION DISTRICT,Doyle Fire Protection District,,3864
Special District,DRAINAGE DISTRICT 1,Drainage District 1,,
Special District,DRAINAGE DISTRICT 100,Drainage District 100,,
Special District,DRAINAGE DISTRICT 2,Drainage District 2,,
Special District,DRAINAGE DISTRICT 200,Drainage District 200,,
Special District,DRYTOWN WATER DISTRICT,Drytown Water District,,
Special District,DUBLIN SAN RAMON SERV DIST/EAST BAY MUD RECYCLED WATER AUTH,Dublin San Ramon Serv Dist/east Bay Mud Recycled Water Auth,,
Special District,DUBLIN SAN RAMON SERVICES DISTRICT,Dublin San Ramon Services District,http://www.dsrsd.com/,
Special District,DUCOR COMMUNITY SERVICES DIST,Ducor Community Services Dist,,
Special District,DUCOR IRRIGATION DISTRICT,Ducor Irrigation District,,3877
Special District,DUDLEY RIDGE WATER DISTRICT,Dudley Ridge Water District,,3878
Special District,DUNLAP CEMETERY DISTRICT,Dunlap Cemetery District,,3879
Special District,DUNNIGAN FIRE PROTECTION DIST,Dunnigan Fire Protection Dist,,
Special District,DUNNIGAN WATER DISTRICT,Dunnigan Water District,,3880
Special District,DUNSMUIR FIRE PROTECTION DISTRICT,Dunsmuir Fire Protection District,,3882
Special District,DUNSMUIR RECREATION AND PARK DISTRICT,Dunsmuir Recreation And Park District,http://www.msrec.org,3883
Special District,DURHAM IRRIGATION DIST,Durham Irrigation Dist,,
Special District,DURHAM MOSQUITO ABATEMENT DISTRICT,Durham Mosquito Abatement District,,3885
Special District,DURHAM RECREATION AND PARK DISTRICT,Durham Recreation And Park District,http://durhamca.com/drpd,3886
Special District,EAGLE FIELD WATER DIST,Eagle Field Water Dist,,
Special District,EAGLEVILLE CEMETERY DISTRICT,Eagleville Cemetery District,,3888
Special District,EAGLEVILLE FIRE DISTRICT,Eagleville Fire District,,
Special District,EARLIMART PUBLIC UTILITY DISTRICT,Earlimart Public Utility District,,3891
Special District,EAST BAY DISCHARGERS AUTHORITY,East Bay Dischargers Authority,http://www.ebda.org,3892
Special District,EAST BAY MUNICIPAL UTILITY DISTRICT,East Bay Municipal Utility District,http://www.ebmud.com/,3893
Special District,EAST BAY REGIONAL COMMUNICATIONS SYSTEM,East Bay Regional Communications System,,
Special District,EAST BAY REGIONAL PARK DISTRICT,East Bay Regional Park District,http://www.ebparks.org/,3894
Special District,EAST BAY SCHOOLS INSURANCE GROUP,East Bay Schools Insurance Group,,3895
Special District,EAST BAY-DELTA HOUSING AND FINANCE AGENCY,East Bay delta Housing And Finance Agency,,
Special District,EAST CHINA HILL COMM SERV DIST,East China Hill Comm Serv Dist,,
Special District,EAST CONTRA COSTA IRRIGATION DIST,East Contra Costa Irrigation Dist,,
Special District,EAST CONTRA COSTA REGIONAL FEE AND FINANCING AUTHORITY,East Contra Costa Regional Fee And Financing Authority,,3900
Special District,EAST COUNTY FIRE PROTECTION DISTRICT,East County Fire Protection District,,3901
Special District,EAST COUNTY TRANSPORTATION IMPROVEMENT AUTHORITY,East County Transportation Improvement Authority,,
Special District,EAST INDEPENDENCE SANITARY DISTRICT,East Independence Sanitary District,,
Special District,EAST KERN AIRPORT DISTRICT,East Kern Airport District,http://www.mojaveairport.com,3905
Special District,EAST KERN CEMETERY DISTRICT,East Kern Cemetery District,,3906
Special District,EAST KERN HEALTHCARE DISTRICT,East Kern Healthcare District,,
Special District,EAST KERN RESOURCE CONSERVATION DISTRICT,East Kern Resource Conservation District,,
Special District,EAST LAKE RESOURCE CONSERVATION DISTRICT,East Lake Resource Conservation District,,3908
Special District,EAST MERCED RESOURCE CONSERVATION DISTRICT,East Merced Resource Conservation District,http://www.emrcd.org,3909
Special District,EAST NILES COMM SERVICE DIST,East Niles Comm Service Dist,,
Special District,EAST ORANGE CO WATER DIST,East Orange Co Water Dist,http://www.eocwd.com,
Special District,EAST OROSI COMMUNITY SERVICE DISTRICT,East Orosi Community Service District,,
Special District,EAST PALO ALTO SANITARY DISTRICT,East Palo Alto Sanitary District,,
Special District,EAST QUINCY COMMUNITY SERVICES DIST,East Quincy Community Services Dist,,
Special District,EAST SIDE MOSQUITO ABATEMENT DISTRICT,East Side Mosquito Abatement District,,
Special District,EAST SIDE WATER DISTRICT,East Side Water District,http://ewd.jbmj.com,
Special District,EAST STANISLAUS RESOURCE CONSERVATION DISTRICT,East Stanislaus Resource Conservation District,,3917
Special District,EAST VALLEY WATER DISTRICT,East Valley Water District,http://www.eastvalley.org/,3921
Special District,EASTERN CONTRA COSTA TRANSIT AUTHORITY,Eastern Contra Costa Transit Authority,http://www.trideltatransit.com,
Special District,EASTERN MUNICIPAL WATER DISTRICT,Eastern Municipal Water District,http://www.emwd.org,3925
Special District,EASTERN PLUMAS HEALTHCARE DISTRICT,Eastern Plumas Healthcare District,http://www.ephc.org,
Special District,EASTERN PLUMAS PARK AND RECREATION DISTRICT,Eastern Plumas Park And Recreation District,,
Special District,EASTERN PLUMAS RURAL FIRE PROTECTION DISTRICT,Eastern Plumas Rural Fire Protection District,,3928
Special District,EASTERN SIERRA COMMUNITY SERVICES DISTRICT,Eastern Sierra Community Services District,,3929
Special District,EASTERN SIERRA COUNCIL OF GOVERNMENTS,Eastern Sierra Council Of Governments,,
Special District,EASTERN SIERRA TRANSIT AUTHORITY,Eastern Sierra Transit Authority,http://easternsierratransitauthority.com/wb/,10016
Special District,EASTERN WATER ALLIANCE SAN JOAQUIN CO JPA,Eastern Water Alliance San Joaquin Co Jpa,,
Special District,EASTON COMMUNITY SERVICES DIST.,Easton Community Services Dist.,,
Special District,EASTSIDE FIRE PROTECTION DISTRICT,Eastside Fire Protection District,,3932
Special District,EASTSIDE POWER AUTHORITY,Eastside Power Authority,,11489
Special District,EBBETTS PASS FIRE PROTECTION DISTRICT,Ebbetts Pass Fire Protection District,http://www.epfd.org,3935
Special District,EBBETTS PASS VETERANS MEMORIAL DISTRICT,Ebbetts Pass Veterans Memorial District,,3936
Special District,EDEN TOWNSHIP HEALTH CARE DISTRICT,Eden Township Health Care District,,
Special District,EDGEMONT COMMUNITY SERVICES DISTRICT,Edgemont Community Services District,,3938
Special District,EDMANDS RECLAMATION DISTRICT 2070,Edmands Reclamation District 2070,,
Special District,EEL-RUSSIAN RIVER COMMISSION,Eel russian River Commission,,3939
Special District,EL CAMINO HOSPITAL DISTRICT,El Camino Hospital District,http://www.elcaminohospital.org,3942
Special District,EL CAMINO IRRIGATION DISTRICT,El Camino Irrigation District,,3943
Special District,EL DORADO CO BOND AUTH,El Dorado Co Bond Auth,,
Special District,EL DORADO CO FIRE PROTEC DIST,El Dorado Co Fire Protec Dist,,
Special District,EL DORADO CO RESOURCE CONS DT,El Dorado Co Resource Cons Dt,,
Special District,EL DORADO COUNTY EMERGENCY SERVICES AUTHORITY,El Dorado County Emergency Services Authority,http://www.edcjpa.org,11204
Special District,EL DORADO COUNTY RISK MANAGEMENT AUTHORITY,El Dorado County Risk Management Authority,,3951
Special District,EL DORADO COUNTY TRANSIT AUTHORITY,El Dorado County Transit Authority,http://www.eldoradotransit.com/,
Special District,EL DORADO COUNTY TRANSPORTATION COMMISSION,El Dorado County Transportation Commission,edctc@edctc.org,
Special District,EL DORADO COUNTY-CITY OF FOLSOM JOINT POWERS AGENCY,El Dorado County city Of Folsom Joint Powers Agency,,
Special District,EL DORADO COUNTY-PLACERVILLE-SOUTH LAKE TAHOE JPA,El Dorado County placerville south Lake Tahoe Jpa,,
Special District,EL DORADO HILLS COMMUNITY SERVICES DISTRICT,El Dorado Hills Community Services District,http://www.edhcsd.org/,3955
Special District,EL DORADO HILLS COUNTY WATER DIST,El Dorado Hills County Water Dist,http://www.edhfire.com,
Special District,EL DORADO IRRIGATION DISTRICT,El Dorado Irrigation District,http://www.eid.org/,3957
Special District,EL DORADO WATER AND POWER AUTHORITY,El Dorado Water And Power Authority,http://www.co.el-dorado.ca.us/waterandpower/index.html,9495
Special District,EL MEDIO FIRE PROTECTION DISTRICT,El Medio Fire Protection District,,3962
Special District,EL RICO RECLAMATION DISTRICT 1618,El Rico Reclamation District 1618,,
Special District,EL SOLYO WATER DIST,El Solyo Water Dist,,
Special District,EL TORO WATER DISTRICT,El Toro Water District,http://www.etwd.com/,3970
Special District,ELK COMMUNITY SERVICES DISTRICT,Elk Community Services District,,3972
Special District,ELK COUNTY WATER DIST,Elk County Water Dist,,
Special District,ELK CREEK CEMETERY DISTRICT,Elk Creek Cemetery District,,3974
Special District,ELK CREEK COMMUNITY SERVICE DIST,Elk Creek Community Service Dist,,
Special District,ELK CREEK FIRE PROTECTION DISTRICT,Elk Creek Fire Protection District,,3976
Special District,ELK GROVE COSUMNES CEMETERY DIST,Elk Grove Cosumnes Cemetery Dist,,
Special District,ELK GROVE-RANCHO CORDOVA-ELDORADO CONNECTOR JPA,Elk Grove rancho Cordova eldorado Connector Jpa,http://co.el-dorado.ca.us/bos/commissions/detail4.asp?boardnumber=107,
Special District,ELKHORN FIRE PROTEC DIST,Elkhorn Fire Protec Dist,,
Special District,ELSINORE VALLEY CEMETERY DISTRICT,Elsinore Valley Cemetery District,,3983
Special District,ELSINORE VALLEY MUNICIPAL WATER DISTRICT,Elsinore Valley Municipal Water District,http://evmwd.com/,3984
Special District,ELSINORE-MURRIETA-ANZA RESOURCE CONSERVATION DISTRICT,Elsinore murrieta anza Resource Conservation District,emarcd.org,
Special District,EMBARCADERO MUNICIPAL IMPROVEMENT DISTRICT,Embarcadero Municipal Improvement District,,3988
Special District,EMERALD BAY COMMUNITY SERVICE DISTRICT,Emerald Bay Community Service District,,
Special District,EMPIRE SANITARY DISTRICT,Empire Sanitary District,,
Special District,EMPIRE WEST SIDE IRRIGATN DIST,Empire West Side Irrigatn Dist,,
Special District,EMPLOYMENT RISK MANAGEMENT AUTHORITY (ERMA),Employment Risk Management Authority (erma),,7347
Special District,ENCINA FINANCING JP AGREEMENT,Encina Financing Jp Agreement,,
Special District,ENCINA WASTEWATER AUTHORITY,Encina Wastewater Authority,http://www.encinajpa.com/,3999
Special District,ENOS LANE PUBLIC UTILITY DISTRICT,Enos Lane Public Utility District,,4001
Special District,ERICA COMMUNICATIONS AUTHORITY,Erica Communications Authority,,10663
Special District,ESCALON CEMETERY DISTRICT,Escalon Cemetery District,,4003
Special District,ESCALON CONSOLIDATED FIRE DIST,Escalon Consolidated Fire Dist,http://www.escalonfire.com,
Special District,ESHOM VALLEY PUBLIC CEMETERY DISTRICT,Eshom Valley Public Cemetery District,,
Special District,ESPARTO COMMUNITY SERVICES DISTRICT,Esparto Community Services District,,4007
Special District,ETNA CEMETERY DISTRICT,Etna Cemetery District,,4010
Special District,EUREKA CITY HOUSING AUTH,Eureka City Housing Auth,,
Special District,EXCELSIOR-KINGS RIVER RESOURCE CONSERVATION DISTRICT,Excelsior kings River Resource Conservation District,,4012
Special District,EXCLUSIVE RISK MANAGEMENT AUTHORITY OF CALIFORNIA,Exclusive Risk Management Authority Of California,,9125
Special District,EXETER AMBULANCE DISTRICT,Exeter Ambulance District,,
Special District,EXETER IRRIGATION DISTRICT,Exeter Irrigation District,,4014
Special District,EXETER PUBLIC CEMETERY DISTRICT,Exeter Public Cemetery District,,4016
Special District,EXETER VETERANS MEMORIAL DISTRICT,Exeter Veterans Memorial District,,
Special District,FAIR OAKS CEMETERY DISTRICT,Fair Oaks Cemetery District,http://www.fairoakscemetery.com,4017
Special District,FAIR OAKS RECREATION AND PARK DISTRICT,Fair Oaks Recreation And Park District,http://www.fairoakspark.org,4018
Special District,FAIR OAKS WATER DISTRICT,Fair Oaks Water District,http://www.fowd.com,4020
Special District,FAIRBANKS RANCH COMMUNITY SERVICES DISTRICT,Fairbanks Ranch Community Services District,,4022
Special District,FAIRFIELD-SUISUN SEWER DISTRICT,Fairfield suisun Sewer District,,4025
Special District,FAIRVIEW CEMETERY DISTRICT,Fairview Cemetery District,,4028
Special District,FAIRVIEW FIRE PROTECTION DISTRICT,Fairview Fire Protection District,,4029
Special District,FALL RIVER MILLS CEMETERY DISTRICT,Fall River Mills Cemetery District,,4031
Special District,FALL RIVER MILLS COMM SERVICES DIST,Fall River Mills Comm Services Dist,,
Special District,FALL RIVER MILLS FIRE PROTECTION DISTRICT,Fall River Mills Fire Protection District,,4033
Special District,FALL RIVER RESOURCE CONS DIST,Fall River Resource Cons Dist,,
Special District,FALLBROOK HEALTHCARE DISTRICT,Fallbrook Healthcare District,http://www.fallbrookhealthcaredistrict.org/,4036
Special District,FALLBROOK PUBLIC UTILITY DISTRICT,Fallbrook Public Utility District,http://www.fpud.com,4037
Special District,FALLEN LEAF LAKE COMMUNITY SERVICES DISTRICT,Fallen Leaf Lake Community Services District,,4038
Special District,FARMERS WATER DISTRICT,Farmers Water District,,4040
Special District,FARMINGTON RURAL FIRE DIST,Farmington Rural Fire Dist,,
Special District,FEATHER RIVER CANYON COMMUNITY SERVICES DISTRICT,Feather River Canyon Community Services District,,4043
Special District,FEATHER RIVER RECREATION AND PARK DISTRICT,Feather River Recreation And Park District,,4044
Special District,FEATHER RIVER RESOURCE CONSERVATION DISTRICT,Feather River Resource Conservation District,,4045
Special District,FEATHER WATER DISTRICT,Feather Water District,,4046
Special District,FELTON FIRE PROTECTION DISTRICT,Felton Fire Protection District,,4047
Special District,FERN VALLEY WATER DISTRICT,Fern Valley Water District,,4048
Special District,FERNDALE FIRE PROTECTION DIST,Ferndale Fire Protection Dist,,
Special District,FIDDLETOWN COMMUNITY SERVICES DISTRICT,Fiddletown Community Services District,,4051
Special District,FIELDBROOK COMMUNITY SERVICES DISTRICT,Fieldbrook Community Services District,,4052
Special District,FIG GARDEN FIRE PROTEC DISTRICT,Fig Garden Fire Protec District,http://www.fresno.gov/government/departmentdirectory/fire/default.htm,
Special District,FIG GARDEN POLICE PROTECTN DISTRICT,Fig Garden Police Protectn District,,
Special District,FILLMORE PIRU MEMORIAL DISTRICT,Fillmore Piru Memorial District,,
Special District,FINANCING AUTHORITY FOR RESOURCE EFFICIENCY OF CALIFORNIA,Financing Authority For Resource Efficiency Of California,http://www.cmua.org/farecal.htm,
Special District,FIRE AGENCIES INSURANCE RISK AUTHORITY,Fire Agencies Insurance Risk Authority,,4056
Special District,FIRE DISTRICT ASSOC OF CA - FIRE AGENCY SELF-INSURANCE SYSTEM,Fire District Assoc Of Ca   Fire Agency Self insurance System,http://fasis.brstest.com/default.aspx,
Special District,FIREBAUGH CANAL WATER DISTRICT,Firebaugh Canal Water District,,4059
Special District,FIREBAUGH RESOURCE CONSERVATION DISTRICT,Firebaugh Resource Conservation District,,4060
Special District,FIREHOUSE COMMUNITY PARK AGENCY,Firehouse Community Park Agency,,
Special District,FIVE CITIES FIRE AUTHORITY,Five Cities Fire Authority,,11507
Special District,FLORIN COUNTY WATER DISTRICT,Florin County Water District,,4072
Special District,FLORIN RESOURCE CONSERVATION DISTRICT,Florin Resource Conservation District,,4073
Special District,FONTANA FIRE PROTECTION DISTRICT,Fontana Fire Protection District,,10279
Special District,FOOTHILL FIRE AND RESCUE PROTECTION DISTRICT,Foothill Fire And Rescue Protection District,www.foothillfire.org,
Special District,FOOTHILL FIRE PROTEC DISTRICT,Foothill Fire Protec District,,
Special District,FOOTHILL MUNICIPAL WATER DISTRICT,Foothill Municipal Water District,,4078
Special District,FOOTHILL TRANSIT ZONE,Foothill Transit Zone,,4079
Special District,FOOTHILL TRANSPORTATION CORRIDOR AGENCY,Foothill Transportation Corridor Agency,,
Special District,FOREST HILL FIRE PROTECTION DISTRICT,Forest Hill Fire Protection District,,
Special District,FOREST HILL PUBLIC UTILITY DISTRICT,Forest Hill Public Utility District,,
Special District,FORESTVILLE COUNTY WATER DISTRICT,Forestville County Water District,,
Special District,FORESTVILLE FIRE PROTECTION DISTRICT,Forestville Fire Protection District,,4087
Special District,FORT BIDWELL CEMETERY DIST,Fort Bidwell Cemetery Dist,,
Special District,FORT BRAGG FIRE PROTECTION DIST,Fort Bragg Fire Protection Dist,,
Special District,FORT DICK FIRE PROTECTION DIST,Fort Dick Fire Protection Dist,,
Special District,FORT JONES CEMETERY DISTRICT,Fort Jones Cemetery District,,4095
Special District,FORT ORD REUSE AUTHORITY,Fort Ord Reuse Authority,http://www.fora.org/,
Special District,FORTUNA CEMETERY DISTRICT,Fortuna Cemetery District,,4096
Special District,FOWLER CEMETERY DIST,Fowler Cemetery Dist,,
Special District,FOX CANYON GROUNDWATER MGT AGENCY,Fox Canyon Groundwater Mgt Agency,,
Special District,FRANKLIN CO WATER DISTRICT,Franklin Co Water District,,
Special District,FRAZIER PARK PUB UTILITY DIST,Frazier Park Pub Utility Dist,,
Special District,FREEPORT REGIONAL WATER AUTHORITY,Freeport Regional Water Authority,,9343
Special District,FREEWATER CO WATER DIST,Freewater Co Water Dist,,
Special District,FRENCH CAMP MCKINLEY RURAL COUNTY FIRE DIST,French Camp Mckinley Rural County Fire Dist,,
Special District,FRESNO AREA SELF INSURANCE BENEFITS ORGANIZATION,Fresno Area Self Insurance Benefits Organization,,
Special District,FRESNO CITY AND COUNTY HOUSING AUTHORITIES,Fresno City And County Housing Authorities,http://www.hafresno.org,
Special District,FRESNO COUNTY FIRE PROTECTION DISTRICT,Fresno County Fire Protection District,,4114
Special District,FRESNO COUNTY RURAL TRANSIT AGENCY,Fresno County Rural Transit Agency,,4115
Special District,FRESNO COUNTY SELF INSURANCE GROUP,Fresno County Self Insurance Group,,4122
Special District,FRESNO COUNTY TRANSPORTATION AUTHORITY,Fresno County Transportation Authority,,
Special District,FRESNO COUNTY WATER WORKS 18,Fresno County Water Works 18,,
Special District,FRESNO IRRIGATION DISTRICT,Fresno Irrigation District,,4123
Special District,FRESNO METROPOLITAN FLOOD CONTROL DISTRICT,Fresno Metropolitan Flood Control District,http://www.fresnofloodcontrol.org,4125
Special District,FRESNO MOSQUITO AND VECTOR CONTROL DISTRICT,Fresno Mosquito And Vector Control District,http://www.fresnomosquito.org/,4126
Special District,FRESNO SLOUGH WATER DISTRICT,Fresno Slough Water District,,4127
Special District,FRESNO WESTSIDE MOSQUITO ABATEMENT DISTRICT,Fresno Westside Mosquito Abatement District,,
Special District,FRESNO-KINGS COUNTIES CONSOLIDATED MOSQUITO ABATEMENT DIST,Fresno kings Counties Consolidated Mosquito Abatement Dist,,
Special District,FRESNO-KINGS-MADERA REG HEALTH AUTH,Fresno kings madera Reg Health Auth,,
Special District,FRESNO-MADERA AREA AGENCY ON AGING,Fresno madera Area Agency On Aging,http://www.fmaaa.org,
Special District,FRIANT POWER AUTHORITY,Friant Power Authority,,4130
Special District,FRIANT WATER AUTHORITY,Friant Water Authority,,9155
Special District,FRIANT WATER USERS AUTHORITY,Friant Water Users Authority,http://www.fwua.org,4131
Special District,FROST LAKE RECLAMATION DISTRICT 2129,Frost Lake Reclamation District 2129,,
Special District,FT BIDWELL FIRE DIST,Ft Bidwell Fire Dist,,
Special District,FULLERTON ARBORETUM AUTHORITY,Fullerton Arboretum Authority,http://www.arboretum.fullerton.edu,4138
Special District,FULTON-EL CAMINO RECREATION AND PARK DIST,Fulton el Camino Recreation And Park Dist,http://www.fecrecpark.com,
Special District,GALT IRRIGATION DISTRICT,Galt Irrigation District,,4143
Special District,GALT-ARNO CEMETERY DISTRICT,Galt arno Cemetery District,www.galtarnocemdist.com,4145
Special District,GARBERVILLE FIRE PROTECTION DISTRICT,Garberville Fire Protection District,,4146
Special District,GARBERVILLE SANITARY DISTRICT,Garberville Sanitary District,,
Special District,GARDEN FARMS COMMUNITY WATER DISTRICT,Garden Farms Community Water District,,4149
Special District,GARDEN VALLEY FIRE PROTEC DIST,Garden Valley Fire Protec Dist,,
Special District,GARDEN VALLEY RANCH ESTATES COMMUNITY SERVICES DISTRICT,Garden Valley Ranch Estates Community Services District,,4153
Special District,GARFIELD WATER DISTRICT,Garfield Water District,,4154
Special District,GASGUET COMMUNITY SERVICES DISTRICT,Gasguet Community Services District,,
Special District,GASQUET FIRE PROTECTION DIST,Gasquet Fire Protection Dist,,
Special District,GATEWAY CITIES COUNCIL OF GOVERNMENTS,Gateway Cities Council Of Governments,,11985
Special District,GAZELLE FIRE PROTECTION DIST,Gazelle Fire Protection Dist,,
Special District,GEORGETOWN DIVIDE PUB UTIL DIST,Georgetown Divide Pub Util Dist,,
Special District,GEORGETOWN DIVIDE RECREATION AND PARK DISTRICT,Georgetown Divide Recreation And Park District,,
Special District,GEORGETOWN DIVIDE RES CONS DIST,Georgetown Divide Res Cons Dist,,
Special District,GEORGETOWN FIRE PROTECTION DISTRICT,Georgetown Fire Protection District,,4163
Special District,GERBER-LAS FLORES COMMUNITY SERVICES DIST,Gerber las Flores Community Services Dist,,
Special District,GERMAN CEMETERY DISTRICT,German Cemetery District,,4165
Special District,GEYSERVILLE FIRE PROTECTION DISTRICT,Geyserville Fire Protection District,,4166
Special District,GILSIZER COUNTY DRAINAGE DIST,Gilsizer County Drainage Dist,,
Special District,GLEN ELLEN FIRE PROTECTION DIST,Glen Ellen Fire Protection Dist,,
Special District,GLENBROOK CEMETERY DISTRICT,Glenbrook Cemetery District,,4174
Special District,GLENDALE PARKING FACILITIES JPA,Glendale Parking Facilities Jpa,,
Special District,GLENN COLUSA FIRE PROTECTION DISTRICT,Glenn Colusa Fire Protection District,,
Special District,GLENN COLUSA IRRIG DISTRICT,Glenn Colusa Irrig District,http://www.gcid.net/,
Special District,GLENN COUNTY LEVEE DISTRICT 2,Glenn County Levee District 2,,
Special District,GLENN COUNTY LEVEE DISTRICT 3,Glenn County Levee District 3,,
Special District,GLENN COUNTY MOSQUITO AND VECTOR CONTROL DISTRICT,Glenn County Mosquito And Vector Control District,,4180
Special District,GLENN COUNTY RESOURCE CONSERVATION DISTRICT,Glenn County Resource Conservation District,,4181
Special District,GLENN COUNTY TRANSPORTATION COMMISSION,Glenn County Transportation Commission,,
Special District,GLENN VALLEY WATER DISTRICT,Glenn Valley Water District,,4182
Special District,GLENN-CODORA FIRE PROTECTION DISTRICT,Glenn codora Fire Protection District,,4183
Special District,GLIDE WATER DISTRICT,Glide Water District,,4186
Special District,GOLD MOUNTAIN COMMUNITY SERVICES DISTRICT,Gold Mountain Community Services District,,4187
Special District,GOLD RIDGE RESOURCE CONSERV DT,Gold Ridge Resource Conserv Dt,goldridgercd.com,
Special District,GOLDEN EMPIRE SCHOOLS FINANCING AUTHORITY,Golden Empire Schools Financing Authority,,4191
Special District,GOLDEN EMPIRE TRANSIT DIST,Golden Empire Transit Dist,http://www.get.org,
Special District,GOLDEN GATE BRIDGE HWY TRANSPORTATION DIST,Golden Gate Bridge Hwy Transportation Dist,http://www.goldengate.org/,
Special District,GOLDEN HILLS COMMUNITY SERVICES DIST,Golden Hills Community Services Dist,,
Special District,GOLDEN MEADOWS COMMUNITY SERVICES DISTRICT,Golden Meadows Community Services District,,
Special District,GOLDEN RIDGE FIRE PROTECTION DISTRICT,Golden Ridge Fire Protection District,,
Special District,GOLDEN SIERRA JOB TRAINING AGENCY,Golden Sierra Job Training Agency,http://www.goldensierra.com,4195
Special District,GOLDEN STATE RISK MANAGEMENT AUTHORITY,Golden State Risk Management Authority,http://www.gsrma.org,4179
Special District,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,Golden Valley Municipal Water District,,4197
Special District,GOLDEN WEST COMMUNITY SERVICES DISTRICT,Golden West Community Services District,,4198
Special District,GOLETA CEMETERY DISTRICT,Goleta Cemetery District,,4199
Special District,GOLETA SANITARY DISTRICT,Goleta Sanitary District,http://www.goletasanitary.org,
Special District,GOLETA WATER DISTRICT,Goleta Water District,http://www.goletawater.com/,4201
Special District,GOLETA WEST SANITARY DISTRICT,Goleta West Sanitary District,http://www.goletawest.com/,
Special District,GONZALES CEMETERY DISTRICT,Gonzales Cemetery District,,4203
Special District,GONZALES FIRE PROTECTION DISTRICT,Gonzales Fire Protection District,,4204
Special District,GOSHEN COMMUNITY SERVICES DISTRICT,Goshen Community Services District,,4207
